Nama Pemohon/Institusi,Emel,No. K/P (baru)/Polis/Tentera/No. Pasport,No. Telefon Bimbit,Declared Income,Savings,Investment (Stocks/Bonds),Gold (grams),Property (number),Profession,Location,Donation Frequency,Average Donation Amount,Fraud Label (Rule-Based)
Yap bin Jun Jie,yap.jun.jie13@yahoo.com,530403-51-2835,013-4821871,0.0,58052.76,0,0,1,Unemployed,Damansara Heights,6,4352.56,Not Fraud
Muhammad bin Syazwan,muhammad.syazwan17@hotmail.com,661206-50-2535,011-36347709,5699.36,83378.91,25065.1,0,3,Accountant,Kuala Lumpur City Centre,8,1526.39,Fraud
Amirul bin binti Abdullah,amirul..abdullah82@outlook.my,000429-33-9271,018-86585528,8955.22,92940.29,24653.03,285,0,Farmer,Damansara Heights,2,2105.56,Not Fraud
Yap bin Wei Lun,yap.wei.lun10@gmail.com,651027-29-2251,017-99098736,11109.61,93217.71,0,0,2,Teacher,Kuala Lumpur City Centre,1,971.33,Not Fraud
Aminah binti bin Abdullah,aminah..abdullah27@gmail.com,810604-32-9384,011-3489698,8454,0,12458.89,272,0,Sales Manager,Bangsar,9,2749.78,Not Fraud
Lim bin Jun Jie,lim.jun.jie99@hotmail.com,701030-31-4241,012-95575256,15604,0,0,272,0,Business Owner,Bangsar,2,4236.13,Not Fraud
Ong bin Zi Xuan,ong.zi.xuan41@outlook.my,901023-58-6339,017-2490817,3972.02,0,40765.02,395,5,Retired,Cheras,6,2440.38,Not Fraud
Amirul bin Singh,amirul.singh62@msn.com,660210-21-1055,018-8878091,2243,86043.97,0,0,1,Retired,Subang Jaya,6,1577.36,Not Fraud
Teoh bin Kok Leong,teoh.kok.leong47@gmail.com,570124-54-7065,017-55972922,25095,22584.45,58075.01,462,0,Doctor,Petaling Jaya,2,416.88,Not Fraud
Aishah binti Ali,aishah.ali71@msn.com,520108-52-6534,016-61379427,0.0,3452.99,36478.65,34,0,Unemployed,Damansara Heights,2,4911.72,Not Fraud
Malar binti Ganesh,malar.ganesh45@yahoo.com,980318-57-2176,013-14038122,13079.45,53520.34,0,0,0,Doctor,Kuala Lumpur City Centre,2,2240.2,Fraud
Ong bin Wei Lun,ong.wei.lun57@outlook.my,511225-05-2963,016-77003573,2415.92,61995.71,93414.87,93,1,Farmer,Mont Kiara,6,3432.98,Fraud
Lakshmi binti Arun,lakshmi.arun34@msn.com,770306-08-9722,018-98705802,14603,80672.52,0,367,0,Sales Manager,Petaling Jaya,6,2137.89,Not Fraud
Razak bin Syazwan,razak.syazwan65@yahoo.com,831010-03-9051,019-2967950,6868.26,17187.41,125578.09,0,0,Farmer,Kuala Lumpur City Centre,5,3922.18,Not Fraud
Aishah binti Ismail,aishah.ismail6@msn.com,750511-22-7110,016-81018070,23074.82,42612.3,165993.03,0,0,Doctor,Cheras,6,4920.33,Not Fraud
Yap binti Jia Yi,yap.jia.yi58@outlook.my,051209-22-6158,018-0576387,0,14921.23,178225.74,271,0,Unemployed,Petaling Jaya,1,3914.97,Fraud
Teoh bin Kok Leong,teoh.kok.leong60@hotmail.com,820525-32-2883,010-7501722,28790,32080.85,0,0,0,Doctor,Subang Jaya,6,4155.13,Not Fraud
Muhammad bin Amirul,muhammad.amirul29@yahoo.com,520828-02-9945,013-3267340,7290,71984.73,0,0,0,Accountant,Subang Jaya,11,4558.91,Not Fraud
Ong bin Wei Jie,ong.wei.jie13@hotmail.com,750927-55-7891,016-8662851,28541.49,51385.96,98081.42,0,0,Business Owner,Kuala Lumpur City Centre,10,3772.79,Not Fraud
Hafiz bin Ismail,hafiz.ismail14@msn.com,770716-35-4057,011-55601359,3186,0,0,0,0,Farmer,Bangsar,4,2249.05,Not Fraud
Abdullah bin Amirul,abdullah.amirul91@gmail.com,710121-39-4233,012-3295318,23837,1367.82,0,408,0,Engineer,Petaling Jaya,4,1461.37,Not Fraud
Muhammad bin Amirul,muhammad.amirul89@hotmail.com,850226-33-2251,012-9564155,4576.36,8071.86,146825.09,17,3,Farmer,Cheras,1,2791.83,Not Fraud
Chua binti Hui Xin,chua.hui.xin55@msn.com,701110-46-5236,016-0493805,0.0,33745.55,65918.09,0,0,Unemployed,Cheras,7,1259.72,Fraud
Lim bin Kok Leong,lim.kok.leong60@gmail.com,580430-02-8287,014-57799867,7925.77,0,0,233,0,Farmer,Mont Kiara,10,2968.46,Not Fraud
Chua bin Jun Jie,chua.jun.jie9@outlook.my,610507-37-3905,013-38777657,14677,87128.44,174373.67,463,0,IT Specialist,Bangsar,2,2512.53,Not Fraud
Teoh bin Wei Lun,teoh.wei.lun72@gmail.com,720124-52-8351,013-20630736,7900,7008.73,109263.46,37,0,Farmer,Bangsar,12,4475.33,Not Fraud
Farah binti Khairul,farah.khairul78@gmail.com,690923-12-3302,018-53339047,8761,0,0,0,0,Sales Manager,Bangsar,9,815.28,Not Fraud
Ahmad bin Khan,ahmad.khan45@gmail.com,680518-50-6019,012-6415096,4944,42315.44,0,0,0,Retired,Subang Jaya,11,1664.59,Not Fraud
Tan binti Hui Xin,tan.hui.xin67@msn.com,550721-31-3068,016-5680104,23526,27667.49,182773.75,0,0,Business Owner,Subang Jaya,3,2469.06,Not Fraud
Kumar bin Kumar,kumar.kumar37@msn.com,770401-02-6751,019-6774654,12650.05,10898.91,0,0,0,Accountant,Kuala Lumpur City Centre,11,570.88,Not Fraud
Amirul bin binti Abdullah,amirul..abdullah88@hotmail.com,550117-43-2853,016-90656072,2461.15,95305.87,0,0,0,Farmer,Mont Kiara,9,566.45,Fraud
Syazwan bin Ismail,syazwan.ismail48@outlook.my,680520-25-8831,010-93036702,11004.08,24101.86,31346.85,0,5,Accountant,Mont Kiara,10,4800.0,Not Fraud
Zainab binti Abdullah,zainab.abdullah49@outlook.my,000817-01-8774,014-19218463,7731,49742.99,52419.88,0,0,Teacher,Bangsar,11,2775.64,Not Fraud
Ismail bin Razak,ismail.razak14@msn.com,001001-47-2057,012-01789372,15802.13,0,0,69,0,Engineer,Cheras,8,1756.36,Not Fraud
Farah binti Ahmad,farah.ahmad66@hotmail.com,900815-26-6464,014-36979959,17187.17,50443.56,162953.89,0,0,Teacher,Damansara Heights,9,3429.07,Not Fraud
Ahmad bin Khairul,ahmad.khairul20@msn.com,611022-50-2789,018-4652720,6804,57256.59,153081.64,0,0,Accountant,Petaling Jaya,5,1480.06,Not Fraud
Hafiz bin Hafiz,hafiz.hafiz91@msn.com,881024-13-2399,017-7849368,12935,41259.87,159299.72,222,0,Engineer,Petaling Jaya,2,1854.8,Not Fraud
Ong bin Jun Jie,ong.jun.jie18@gmail.com,010317-48-7947,014-7886482,14721.24,47829.33,77578.75,390,4,Engineer,Cheras,9,414.76,Not Fraud
Hafiz bin Singh,hafiz.singh17@yahoo.com,940422-34-7189,011-5821238,3365,71755.08,155429.75,0,0,Retired,Bangsar,4,4540.37,Fraud
Tan bin Kok Leong,tan.kok.leong31@msn.com,920910-49-3501,011-91933150,14905.75,9886.5,71791.08,95,0,Engineer,Mont Kiara,5,4668.39,Not Fraud
Tan binti Shi Hui,tan.shi.hui25@yahoo.com,000312-25-2056,012-8558015,5005,53064.31,0,300,0,Retired,Subang Jaya,11,4707.38,Not Fraud
Ong bin Ah Meng,ong.ah.meng83@gmail.com,900213-41-4807,019-36720573,23854,83480.57,32268.76,0,0,Engineer,Bangsar,4,4273.86,Not Fraud
Ali bin Syazwan,ali.syazwan68@yahoo.com,060813-35-1481,010-7380203,7097.71,4920.05,189865.48,454,0,Accountant,Kuala Lumpur City Centre,12,2930.99,Not Fraud
Razak bin Khairul,razak.khairul52@outlook.my,751218-42-6333,017-92004760,5732.93,63435.26,143200.42,0,0,Retired,Cheras,6,283.38,Not Fraud
Abdullah bin Ahmad,abdullah.ahmad76@hotmail.com,700704-13-3939,016-7581701,0.0,44539.82,0,135,0,Unemployed,Kuala Lumpur City Centre,8,506.68,Fraud
Hafiz bin Khan,hafiz.khan75@msn.com,640320-55-3251,012-0263540,25626,18275.33,0,274,0,Business Owner,Petaling Jaya,6,421.98,Not Fraud
Nur binti Syazwan,nur.syazwan3@yahoo.com,910905-34-6426,017-5708612,22770.87,18413.26,4705.18,0,1,Doctor,Damansara Heights,2,2926.27,Not Fraud
Ahmad bin Muhammad,ahmad.muhammad3@gmail.com,790409-12-6847,018-7984896,6016,0,85676.09,0,0,Sales Manager,Subang Jaya,6,1235.91,Fraud
Goh bin Jun Jie,goh.jun.jie91@gmail.com,910611-10-6581,017-98776612,3200,0,134997.25,0,2,Farmer,Subang Jaya,10,2213.34,Fraud
Ismail bin Amirul,ismail.amirul43@yahoo.com,740119-35-3059,012-9738623,9237.17,4143.82,20937.99,0,0,Business Owner,Cheras,4,2730.08,Not Fraud
Sharifah binti Khan,sharifah.khan26@gmail.com,551017-13-9580,013-41510338,6684.06,56005.2,0,0,0,Sales Manager,Kuala Lumpur City Centre,5,1344.91,Fraud
Ng binti Xin Yi,ng.xin.yi43@msn.com,061130-08-1166,018-9138094,8838,1605.22,0,149,3,Accountant,Subang Jaya,10,2410.75,Not Fraud
Razak bin Ismail,razak.ismail36@hotmail.com,030410-43-9229,014-5919583,6623.88,82507.25,0,240,0,Accountant,Kuala Lumpur City Centre,7,4551.16,Not Fraud
Hafiz bin Syazwan,hafiz.syazwan11@msn.com,920516-33-2803,018-32647524,2490,78703.48,0,160,0,Farmer,Petaling Jaya,3,3577.63,Not Fraud
Khairul bin Khan,khairul.khan21@gmail.com,660131-32-1237,013-88702441,13013.56,0,188386.51,0,0,Teacher,Kuala Lumpur City Centre,1,2704.94,Not Fraud
Yap binti Mei Ling,yap.mei.ling72@hotmail.com,580417-58-4888,016-95891785,6092.61,9527.37,0,317,0,Retired,Damansara Heights,4,4914.16,Not Fraud
Lim binti Hui Xin,lim.hui.xin24@gmail.com,720114-38-6168,016-11727507,17045,25021.8,0,0,0,Doctor,Bangsar,9,1428.28,Not Fraud
Teoh bin Jun Jie,teoh.jun.jie72@yahoo.com,000404-46-4849,019-4228417,19224,39747.41,0,0,0,Business Owner,Petaling Jaya,7,1678.87,Not Fraud
Noraini binti Khairul,noraini.khairul29@hotmail.com,550521-15-3150,012-31656620,27116,40924.07,0,309,0,Business Owner,Petaling Jaya,8,4860.4,Not Fraud
Khairul bin Ali,khairul.ali90@msn.com,020928-23-4613,014-61189558,2965,89988.39,153966.13,0,4,Retired,Subang Jaya,10,336.61,Fraud
Wong bin Kok Leong,wong.kok.leong54@gmail.com,680303-43-3693,016-52129308,13933,29594.44,0,38,0,Engineer,Bangsar,2,696.56,Not Fraud
Hafiz bin binti Abdullah,hafiz..abdullah6@yahoo.com,510506-33-8577,012-76368961,6928,0,87364.96,0,0,Sales Manager,Subang Jaya,4,3100.21,Fraud
Fatimah binti Khan,fatimah.khan32@hotmail.com,700717-32-4350,019-8881285,4968.27,82505.22,0,419,0,Farmer,Mont Kiara,2,2672.43,Not Fraud
Hafiz bin Ali,hafiz.ali48@hotmail.com,690929-50-3557,016-82118071,8888.88,3572.85,0,240,3,Business Owner,Cheras,4,3409.52,Fraud
Fatimah binti Ali,fatimah.ali4@hotmail.com,611224-44-1114,010-90748507,12342.42,56415.5,189771.45,0,0,IT Specialist,Cheras,5,4529.46,Not Fraud
Zainab binti Singh,zainab.singh57@outlook.my,920926-35-5850,012-8381054,4289.09,9428.09,167650.86,0,0,Retired,Damansara Heights,9,1491.5,Not Fraud
Farah binti binti Abdullah,farah..abdullah27@outlook.my,611114-06-6680,018-43655414,15450.8,16260.58,27628.35,0,3,Doctor,Damansara Heights,5,2246.1,Not Fraud
Razak bin Abdullah,razak.abdullah24@msn.com,520614-56-7529,014-4829127,21225,64646.35,181455.95,0,0,Doctor,Subang Jaya,1,4426.82,Not Fraud
Abdullah bin Khan,abdullah.khan87@yahoo.com,050620-46-5953,017-8603437,21237.77,0,67511.44,0,0,Doctor,Cheras,1,2923.19,Not Fraud
Lee binti Jia Yi,lee.jia.yi80@hotmail.com,851001-50-6268,012-09112564,10765.1,0,76874.83,416,5,Doctor,Kuala Lumpur City Centre,2,2197.08,Fraud
Aminah binti Khairul,aminah.khairul65@outlook.my,780918-49-5854,014-23569672,29032.87,75260.84,0,0,0,Doctor,Mont Kiara,11,88.76,Not Fraud
Lee bin Zi Xuan,lee.zi.xuan80@hotmail.com,560107-06-1327,017-5194168,12828.76,91815.15,0,484,5,Teacher,Damansara Heights,1,4026.36,Not Fraud
Ismail bin Singh,ismail.singh5@msn.com,040323-54-9535,011-0100385,13885.9,63923.18,0,487,0,IT Specialist,Mont Kiara,2,4349.44,Not Fraud
Goh bin Jun Jie,goh.jun.jie92@outlook.my,860507-56-5407,014-01168910,8427.99,13691.54,187168.89,0,0,Sales Manager,Damansara Heights,3,4684.26,Not Fraud
Goh binti Xin Yi,goh.xin.yi94@yahoo.com,041227-25-5466,013-3406318,15599.04,11350.73,0,0,0,Teacher,Kuala Lumpur City Centre,10,356.62,Not Fraud
Muhammad bin Ismail,muhammad.ismail8@yahoo.com,620803-10-6421,013-7026822,6279.8,84223.31,0,22,0,IT Specialist,Kuala Lumpur City Centre,9,4193.91,Not Fraud
Wong binti Xin Yi,wong.xin.yi76@outlook.my,691202-43-4214,011-2373374,9658.61,83106.21,0,105,0,Farmer,Mont Kiara,4,4261.47,Not Fraud
Ng binti Yee Von,ng.yee.von4@hotmail.com,911116-46-6874,012-8247166,10138.16,90234.68,0,0,0,Doctor,Cheras,5,864.55,Fraud
Ismail bin Abdullah,ismail.abdullah5@msn.com,660201-12-1379,014-44385866,3827,28700.93,136886.93,0,0,Retired,Bangsar,7,1679.97,Fraud
Zainab binti Khairul,zainab.khairul56@gmail.com,901015-16-5624,012-54586128,14354.74,1167.22,165407.07,0,0,IT Specialist,Cheras,6,1150.67,Not Fraud
Hafiz bin Ali,hafiz.ali84@gmail.com,640513-04-3261,019-7758595,11861,2141.31,94795.12,0,0,Engineer,Subang Jaya,6,2522.99,Not Fraud
Fatimah binti Amirul,fatimah.amirul21@outlook.my,800410-49-5426,012-3490739,28176.9,40077.66,103573.2,332,0,Engineer,Kuala Lumpur City Centre,1,850.46,Not Fraud
Lee binti Jia Yi,lee.jia.yi23@outlook.my,740220-09-2072,013-8983879,12800.06,43520.37,75589.93,0,0,Engineer,Mont Kiara,4,271.08,Not Fraud
Muhammad bin bin Abdullah,muhammad..abdullah4@outlook.my,610716-16-9635,014-84296293,4822.36,0,181243.35,443,0,Farmer,Damansara Heights,4,427.75,Not Fraud
Syazwan bin Khan,syazwan.khan98@msn.com,860814-30-6807,012-83465121,7402.86,0,0,0,5,Sales Manager,Cheras,6,4657.29,Fraud
Fatimah binti binti Abdullah,fatimah..abdullah46@hotmail.com,540421-28-4828,014-2594958,19327.53,96064.64,0,0,0,Sales Manager,Mont Kiara,9,4839.43,Not Fraud
Aishah binti Muhammad,aishah.muhammad73@yahoo.com,910218-07-9394,017-0148556,5297.47,47222.0,114868.18,0,0,Retired,Damansara Heights,5,189.49,Not Fraud
Abdullah bin Amirul,abdullah.amirul26@hotmail.com,760825-15-5469,012-67126493,7131,6822.73,0,0,0,Sales Manager,Bangsar,10,1514.44,Fraud
Ismail bin Ali,ismail.ali58@outlook.my,840109-12-5439,013-18963638,13523,0,134298.33,0,0,Sales Manager,Petaling Jaya,7,2677.44,Not Fraud
Ahmad bin Syazwan,ahmad.syazwan34@hotmail.com,620528-50-7041,012-3434612,14910,82492.98,0,377,0,IT Specialist,Petaling Jaya,1,2598.44,Not Fraud
Ong bin Jun Jie,ong.jun.jie85@hotmail.com,510617-43-6049,016-65057872,5569,80378.87,41373.9,0,0,Retired,Petaling Jaya,1,872.37,Not Fraud
Zainab binti Khairul,zainab.khairul26@gmail.com,930829-43-8822,017-6542128,13162.66,80938.69,0,0,0,IT Specialist,Cheras,3,3699.92,Not Fraud
Razak bin Ismail,razak.ismail54@yahoo.com,760715-11-6481,017-6822553,25525.31,0,172761.17,189,0,Business Owner,Kuala Lumpur City Centre,9,4830.22,Not Fraud
Khairul bin Syazwan,khairul.syazwan50@hotmail.com,990829-22-9357,013-86844688,5067,0,185057.64,204,0,IT Specialist,Petaling Jaya,1,2380.49,Not Fraud
Siti binti Razak,siti.razak8@hotmail.com,670323-34-7962,019-92400239,23803.23,27223.17,0,473,0,Doctor,Cheras,5,2574.51,Not Fraud
Azizah binti Singh,azizah.singh81@outlook.my,761218-52-5504,014-41636432,0.0,18601.24,184050.74,429,0,Unemployed,Damansara Heights,1,2839.53,Fraud
Ahmad bin bin Abdullah,ahmad..abdullah90@yahoo.com,690407-48-4231,011-4023872,2358,67494.36,117572.03,329,0,Retired,Subang Jaya,7,1500.06,Fraud
Teoh bin Kok Leong,teoh.kok.leong48@gmail.com,590922-04-9917,010-28417540,6941.51,0,0,104,0,IT Specialist,Kuala Lumpur City Centre,5,3077.35,Not Fraud
Nur binti Khan,nur.khan58@outlook.my,530810-28-7626,013-10126335,9354.14,54747.73,0,338,0,Sales Manager,Kuala Lumpur City Centre,9,3095.57,Not Fraud
Wong bin Zi Xuan,wong.zi.xuan34@msn.com,670721-27-3837,017-15484572,10187.4,97221.42,107747.26,0,2,Teacher,Damansara Heights,5,1892.81,Not Fraud
Wong bin Kok Leong,wong.kok.leong84@gmail.com,560808-25-3299,014-97624089,34970.1,0,0,0,1,Engineer,Kuala Lumpur City Centre,5,4057.83,Not Fraud
Noraini binti Razak,noraini.razak29@outlook.my,570501-27-6040,019-3273414,15685,21627.44,0,0,0,Business Owner,Subang Jaya,11,3312.99,Not Fraud
Fatimah binti Ismail,fatimah.ismail82@yahoo.com,070102-35-2414,017-67170876,13238,0,0,74,0,Doctor,Subang Jaya,6,4400.62,Not Fraud
Devi binti Arun,devi.arun14@yahoo.com,690131-28-1636,011-08176065,27336,27535.83,0,0,0,Engineer,Bangsar,4,1879.5,Not Fraud
Khairul bin Abdullah,khairul.abdullah82@outlook.my,511202-45-9499,019-0304642,12799.67,0,0,0,0,Engineer,Kuala Lumpur City Centre,4,3797.17,Not Fraud
Razak bin Singh,razak.singh98@gmail.com,041119-29-6051,012-4378903,4638.9,40921.59,155935.56,439,5,Retired,Damansara Heights,5,900.57,Not Fraud
Azizah binti Ismail,azizah.ismail29@msn.com,751119-35-3224,014-71410971,2717.35,0,84114.43,163,2,Retired,Damansara Heights,6,257.71,Fraud
Sharifah binti Abdullah,sharifah.abdullah76@gmail.com,770331-27-8940,017-85961071,14269.24,36502.73,148597.54,0,0,Business Owner,Mont Kiara,6,2835.62,Fraud
Sharifah binti Ahmad,sharifah.ahmad26@msn.com,051204-13-9690,011-5418672,0.0,85122.11,0,0,0,Unemployed,Cheras,5,643.54,Not Fraud
Lee bin Ah Meng,lee.ah.meng86@outlook.my,881119-49-6435,014-3924534,7005,73212.35,0,0,0,Teacher,Petaling Jaya,10,4381.23,Not Fraud
Siti binti Khairul,siti.khairul38@msn.com,760225-13-3832,017-24852473,14028,46460.97,142342.64,0,0,IT Specialist,Subang Jaya,9,2626.35,Not Fraud
Ng bin Ah Meng,ng.ah.meng83@msn.com,060829-24-4711,011-3897846,9467,65104.18,0,249,0,Engineer,Bangsar,3,987.65,Not Fraud
Sharifah binti Muhammad,sharifah.muhammad35@hotmail.com,720403-51-3484,018-33278087,10670.6,12064.69,183706.91,0,0,Teacher,Cheras,1,246.88,Not Fraud
Hafiz bin Khairul,hafiz.khairul55@hotmail.com,700807-06-8405,017-60545808,7692,83478.78,0,491,0,Farmer,Subang Jaya,4,3288.2,Not Fraud
Goh binti Xin Yi,goh.xin.yi63@msn.com,660214-56-1362,014-0520310,8477.64,34139.04,0,447,0,Farmer,Damansara Heights,7,1259.84,Not Fraud
Ali bin Singh,ali.singh53@msn.com,580117-55-6445,010-23813661,5143,39901.65,56853.47,0,0,Teacher,Subang Jaya,3,4057.95,Not Fraud
Hafiz bin Ali,hafiz.ali89@hotmail.com,810911-07-4627,010-5432871,0.0,5995.65,173786.83,0,0,Unemployed,Mont Kiara,2,1319.68,Fraud
Sharifah binti bin Abdullah,sharifah..abdullah59@gmail.com,540603-24-4894,013-4901628,33792.66,4000.72,73438.37,21,0,Business Owner,Kuala Lumpur City Centre,6,3544.24,Not Fraud
Wong bin Wei Jie,wong.wei.jie54@msn.com,050607-21-5793,013-44200916,5093.34,29206.18,0,0,1,Farmer,Kuala Lumpur City Centre,9,4434.99,Not Fraud
Malar binti Arun,malar.arun26@hotmail.com,790130-43-2954,010-44437409,0.0,84062.41,130760.19,46,0,Unemployed,Cheras,1,3286.44,Fraud
Wong bin Kok Leong,wong.kok.leong54@yahoo.com,030605-35-3107,011-12851117,13492,47520.79,58129.17,238,1,Engineer,Bangsar,10,4964.13,Fraud
Ali bin Khan,ali.khan64@outlook.my,721023-33-6513,014-9205709,6467.61,0,76801.86,351,0,Accountant,Kuala Lumpur City Centre,3,2251.12,Not Fraud
Azizah binti Abdullah,azizah.abdullah80@gmail.com,641229-44-6134,013-4840614,5381,40767.52,144715.11,0,0,Sales Manager,Subang Jaya,9,2379.19,Fraud
Ali bin Khan,ali.khan89@gmail.com,590202-08-1169,010-44880259,20561,64417.73,88669.93,0,0,Business Owner,Bangsar,1,814.38,Not Fraud
Tan binti Siew Mei,tan.siew.mei24@hotmail.com,510430-23-1870,018-5185780,13345,20591.04,0,0,0,IT Specialist,Bangsar,9,2332.07,Not Fraud
Amirul bin Khairul,amirul.khairul80@gmail.com,960616-47-9579,012-86192929,6358.84,33410.28,0,172,3,Sales Manager,Mont Kiara,2,396.58,Not Fraud
Wong bin Ah Meng,wong.ah.meng57@hotmail.com,651209-40-1425,011-5313906,32792.07,46523.55,35971.2,278,0,Engineer,Damansara Heights,3,568.71,Not Fraud
Yap bin Ah Meng,yap.ah.meng75@outlook.my,680419-02-6995,012-60283871,0.0,18903.22,0,93,0,Unemployed,Damansara Heights,5,3198.27,Not Fraud
Sharifah binti Singh,sharifah.singh46@msn.com,010621-09-9038,013-39968233,8555.97,8167.75,0,68,0,Accountant,Kuala Lumpur City Centre,12,4589.92,Not Fraud
Goh binti Siew Mei,goh.siew.mei44@gmail.com,810513-27-2136,014-36683176,7916.05,47504.79,0,339,0,Farmer,Kuala Lumpur City Centre,10,2690.82,Not Fraud
Ali bin Singh,ali.singh51@yahoo.com,711120-15-4629,019-06288757,4786.15,0,73341.18,270,0,Farmer,Damansara Heights,10,563.89,Not Fraud
Abdullah bin Razak,abdullah.razak75@yahoo.com,911208-24-1723,011-64327961,27832.63,56438.78,0,0,0,Engineer,Damansara Heights,5,4753.18,Not Fraud
Zainab binti Ahmad,zainab.ahmad92@outlook.my,930619-29-7764,011-39543837,5455,34900.27,0,421,0,IT Specialist,Petaling Jaya,8,4549.53,Fraud
Farah binti Ismail,farah.ismail84@outlook.my,720929-44-5922,014-09502137,10863,56274.83,193567.28,0,0,Sales Manager,Bangsar,4,3417.45,Not Fraud
Ng bin Wei Kang,ng.wei.kang67@hotmail.com,771002-24-3347,013-12534832,22837.91,5762.65,0,0,5,Engineer,Kuala Lumpur City Centre,11,1741.99,Not Fraud
Muhammad bin Singh,muhammad.singh78@yahoo.com,620302-26-5109,010-7151220,19418,34398.64,0,0,0,Doctor,Bangsar,2,3939.11,Not Fraud
Ravi bin Ravi,ravi.ravi76@outlook.my,041009-05-9755,017-11124404,11691.15,78232.47,70411.69,58,0,Business Owner,Cheras,7,312.15,Not Fraud
Muhammad bin Abdullah,muhammad.abdullah70@gmail.com,830104-32-7873,018-82992620,5867,0,0,0,0,Farmer,Subang Jaya,6,3480.83,Not Fraud
Amirul bin Abdullah,amirul.abdullah74@gmail.com,940816-50-2385,014-48264308,13196,45692.61,0,0,0,Accountant,Bangsar,3,2358.91,Not Fraud
Syazwan bin Abdullah,syazwan.abdullah66@gmail.com,910408-39-7867,017-2055679,28092.83,34220.69,150502.46,0,0,Engineer,Kuala Lumpur City Centre,6,2876.75,Not Fraud
Chua binti Mei Ling,chua.mei.ling68@gmail.com,960409-41-5862,018-94334235,12949.77,95345.81,149907.21,368,0,IT Specialist,Cheras,8,1058.8,Not Fraud
Fatimah binti Ali,fatimah.ali61@msn.com,991204-54-8386,013-0753920,5999.73,0,98511.59,0,0,Retired,Cheras,7,2834.21,Not Fraud
Wong binti Yee Von,wong.yee.von83@hotmail.com,770512-27-3024,018-92876468,15343.6,44832.89,19819.46,0,2,Accountant,Cheras,1,4278.37,Not Fraud
Sharifah binti Ahmad,sharifah.ahmad64@gmail.com,751111-34-2138,014-07157623,2642.05,40061.4,181332.07,0,0,Retired,Kuala Lumpur City Centre,10,1157.64,Fraud
Ali bin bin Abdullah,ali..abdullah69@outlook.my,070215-53-6947,018-51863083,28975,29629.39,157735.95,0,5,Engineer,Petaling Jaya,2,4345.02,Not Fraud
Ong binti Shi Hui,ong.shi.hui43@gmail.com,730418-23-9926,017-89233285,3890,55516.5,161404.02,0,0,Farmer,Petaling Jaya,6,2569.39,Fraud
Abdullah bin bin Abdullah,abdullah..abdullah11@yahoo.com,630809-32-9683,018-90540847,0.0,19163.14,13971.44,0,0,Unemployed,Kuala Lumpur City Centre,12,4507.67,Fraud
Saravanan bin Kumar,saravanan.kumar95@msn.com,030324-37-1867,010-26692801,10074.36,0,146026.0,0,0,IT Specialist,Damansara Heights,1,3804.54,Not Fraud
Nur binti Amirul,nur.amirul34@hotmail.com,500730-02-3162,010-87227469,23032,8859.54,127604.44,0,3,Engineer,Subang Jaya,5,605.69,Not Fraud
Yap bin Wei Lun,yap.wei.lun77@yahoo.com,940706-33-3987,013-63679256,12835.64,14020.11,16182.68,458,0,Sales Manager,Mont Kiara,8,3747.47,Not Fraud
Amirul bin Hafiz,amirul.hafiz96@hotmail.com,830127-33-3981,012-5745277,5133,0,99926.92,0,0,Retired,Subang Jaya,2,1177.84,Not Fraud
Syazwan bin Khairul,syazwan.khairul88@outlook.my,650712-05-4717,013-7912932,16859.79,0,42368.65,0,0,Business Owner,Damansara Heights,7,550.98,Not Fraud
Khairul bin Khan,khairul.khan47@msn.com,031108-26-5869,019-60977732,4749,21880.16,0,103,0,Retired,Petaling Jaya,12,1321.7,Not Fraud
Syazwan bin Razak,syazwan.razak89@yahoo.com,740511-16-4831,013-83468066,9833.67,2005.97,85211.72,0,0,Business Owner,Damansara Heights,4,471.89,Not Fraud
Muthu bin Ganesh,muthu.ganesh1@gmail.com,740215-57-4111,014-41711614,10834,66488.56,0,447,4,Engineer,Petaling Jaya,12,4423.3,Not Fraud
Azizah binti Amirul,azizah.amirul22@hotmail.com,580625-14-8818,019-2637135,5221.78,16154.5,13248.24,30,3,Farmer,Damansara Heights,3,978.96,Not Fraud
Wong binti Siew Mei,wong.siew.mei13@gmail.com,870727-53-7476,017-54761391,5441,59475.76,137908.6,0,0,Teacher,Bangsar,9,4170.1,Not Fraud
Ali bin Ali,ali.ali99@outlook.my,941024-56-1277,017-6674093,14755,89779.96,154571.36,0,5,Business Owner,Subang Jaya,7,4657.5,Not Fraud
